"am_sid","sciname","am_category","reviewed","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","n_spp","quad"
"URM-Cn-4739","Acropora divaricata","NT",NA,132910,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132910,"iucn",0.2,-0.5,25253511.8,11257756,23774580.4,38.403,5.985,55.612,86.517,"AM",17.044,47.3520701967888,6.418,"Corals 1",218,"q2"
"URM-Cn-4740","Acropora donei","VU",NA,133223,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133223,"iucn",0.4,-0.5,19388105.6,8128143.1,18587640.7,37.556,4.192,58.252,89.959,"AM",16.78,43.7287509005917,5.017,"Corals 1",218,"q2"
"URM-Cn-4742","Acropora echinata","VU",NA,133661,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133661,"iucn",0.4,-0.5,21296036.8,10531062.5,18531039.9,36.307,13.248,50.445,73.267,"AM",16.874,56.8293120992093,5.002,"Corals 1",218,"q1"
"URM-Cn-4745","Acropora elseyi","LC",NA,133010,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133010,"iucn",0,-0.5,22388602.3,9685083.4,20392828.4,34.212,9.091,56.697,79.006,"AM",16.924,47.4925949948169,5.505,"Corals 1",218,"q2"
"URM-Cn-4750","Acropora florida","NT",1,132869,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132869,"iucn",0.2,-0.5,24686381.6,10313593.3,23615392.7,37.238,4.434,58.328,89.36,"AM",17.022,43.6731814330574,6.375,"Corals 1",218,"q2"
"URM-Cn-4751","Acropora formosa","NT",NA,133644,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133644,"iucn",0.2,-0.5,29356445.8,13248164.2,27229037.4,37.693,7.571,54.736,83.273,"AM",17.195,48.6545447985613,7.35,"Corals 1",218,"q2"
"URM-Cn-4752","Acropora gemmifera","LC",NA,133324,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133324,"iucn",0,-0.5,26024433.4,12399598.9,23368163.9,36.996,10.392,52.612,78.071,"AM",17.075,53.061930552447,6.308,"Corals 1",218,"q2"
"URM-Cn-4753","Acropora glauca","NT",NA,133550,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133550,"iucn",0.2,-0.5,18644023.7,12648870.1,9770798.7,20.394,47.167,32.439,38.6,"IUCN",16.741,77.2464150770273,3.414,"Corals 1",218,"q3"
"SLB-93466","Acropora globiceps","VU",NA,133387,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133387,"iucn",0.4,-0.5,18017263.2,7178272.2,15764822.4,27.133,12.763,60.104,68.008,"AM",16.707,45.5334796540429,4.255,"Corals 1",218,"q2"
"URM-Cn-4755","Acropora grandis","LC",NA,133013,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133013,"iucn",0,-0.5,25112130.6,11267053.2,22952496.1,36.109,8.806,55.084,80.394,"AM",17.039,49.0885747280445,6.196,"Corals 1",218,"q2"
"URM-Cn-4756","Acropora granulosa","NT",NA,132948,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132948,"iucn",0.2,-0.5,25698247.5,12455081.9,22518331.4,35.891,12.488,51.621,74.187,"AM",17.062,55.3108562031377,6.078,"Corals 1",218,"q1"
"URM-Cn-4758","Acropora hemprichii","VU",NA,132981,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132981,"iucn",0.4,-0.5,6377715.4,1707529.4,5921347,19.43,7.333,73.237,72.6,"AM",15.668,28.8368406715567,1.598,"Corals 1",218,"q2"
"URM-Cn-4760","Acropora horrida","VU",NA,133319,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133319,"iucn",0.4,-0.5,28699686.6,12662130.7,26578258.1,36.605,7.641,55.754,82.73,"AM",17.172,47.640935129605,7.174,"Corals 1",218,"q2"
"URM-Cn-4761","Acropora humilis","NT",NA,132992,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132992,"iucn",0.2,-0.5,28568422.2,11931678.7,26557697,34.539,7.37,58.091,82.415,"AM",17.168,44.9273847050819,7.169,"Corals 1",218,"q2"
"URM-Cn-4762","Acropora hyacinthus","NT",NA,133479,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133479,"iucn",0.2,-0.5,28454784.9,12106214.7,26331298.7,34.773,7.841,57.386,81.6,"AM",17.164,45.9765195706051,7.108,"Corals 1",218,"q2"
"URM-Cn-4769","Acropora kimbeensis","VU",NA,133233,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133233,"iucn",0.4,-0.5,11820199.3,6679606.3,9622131.9,37.766,18.909,43.326,66.637,"AM",16.285,69.4191928505989,2.597,"Corals 1",218,"q1"
"URM-Cn-4770","Acropora kirstyae","VU",NA,133081,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133081,"iucn",0.4,-0.5,15152489.4,5187806.8,13798254,25.204,9.085,65.71,73.504,"AM",16.534,37.5975598072046,3.725,"Corals 1",218,"q2"
"SLB-61654","Acropora latistella","LC",NA,133120,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133120,"iucn",0,-0.5,28322317.6,12495180.5,25435654.4,33.708,10.55,55.742,76.163,"AM",17.159,49.1246669085109,6.866,"Corals 1",218,"q2"
"URM-Cn-4774","Acropora listeri","VU",NA,132969,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132969,"iucn",0.4,-0.5,22499212.5,9315183.4,20840128.1,33.759,7.619,58.623,81.587,"AM",16.929,44.6983020224333,5.625,"Corals 1",218,"q2"
"URM-Cn-4777","Acropora longicyathus","LC",NA,132988,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",132988,"iucn",0,-0.5,25530299.7,11131586.9,23362051.5,34.949,8.693,56.358,80.081,"AM",17.055,47.6481566698027,6.306,"Corals 1",218,"q2"
"URM-Cn-4778","Acropora loripes","NT",NA,132976,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132976,"iucn",0.2,-0.5,24909946.3,9416934.1,22808975.6,29.111,8.546,62.344,77.306,"AM",17.031,41.2860895865924,6.157,"Corals 1",218,"q2"
"URM-Cn-4779","Acropora lovelli","VU",NA,133327,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133327,"iucn",0.4,-0.5,13795633.7,5218773.9,11651008.1,22.285,15.365,62.35,59.191,"AM",16.44,44.7924664991006,3.145,"Corals 1",218,"q4"
"URM-Cn-4780","Acropora lutkeni","NT",NA,133303,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133303,"iucn",0.2,-0.5,26171549.8,12656810.2,21303886.7,29.41,19.247,51.343,60.444,"AM",17.08,59.4108031939543,5.751,"Corals 1",218,"q3"
"URM-Cn-4783","Acropora microclados","VU",NA,133359,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133359,"iucn",0.4,-0.5,21782741.1,10857516.2,18492281.1,34.559,15.358,50.083,69.233,"AM",16.897,58.7137743650241,4.992,"Corals 1",218,"q1"
"SLB-61665","Acropora microphthalma","LC",NA,133021,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133021,"iucn",0,-0.5,27986461.2,11977456.1,25670185.3,34.284,8.504,57.212,80.125,"AM",17.147,46.659016910174,6.929,"Corals 1",218,"q2"
"URM-Cn-4785","Acropora millepora","NT",NA,133666,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133666,"iucn",0.2,-0.5,22356421.9,8398109.3,21530253.5,33.637,3.77,62.592,89.921,"AM",16.923,39.0060864819822,5.812,"Corals 1",218,"q2"
"URM-Cn-4788","Acropora monticulosa","NT",NA,133315,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133315,"iucn",0.2,-0.5,25944744.9,11087822.2,23676537.5,33.756,9.062,57.182,78.837,"AM",17.071,46.8304210444623,6.391,"Corals 1",218,"q2"
"URM-Cn-4790","Acropora multiacuta","VU",NA,132990,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132990,"iucn",0.4,-0.5,12446794,7013136.6,10367625.8,39.449,16.983,43.567,69.905,"AM",16.337,67.6445768326245,2.799,"Corals 1",218,"q1"
"URM-Cn-4791","Acropora nana","NT",NA,133698,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133698,"iucn",0.2,-0.5,22774004,10331168.3,20109488.3,33.522,11.915,54.563,73.777,"AM",16.941,51.3745956429931,5.428,"Corals 1",218,"q2"
"URM-Cn-4792","Acropora nasuta","NT",NA,133239,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133239,"iucn",0.2,-0.5,29492270.9,12720633.4,27456911.1,36.061,7.202,56.737,83.353,"AM",17.2,46.3294408962121,7.412,"Corals 1",218,"q2"
"URM-Cn-4795","Acropora nobilis","LC",NA,133266,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133266,"iucn",0,-0.5,27265989.9,11578788.2,25475309.6,35.754,6.779,57.466,84.061,"AM",17.121,45.4510205442214,6.877,"Corals 1",218,"q2"
"URM-Cn-4798","Acropora palmata","CR",NA,133006,"CR","Stable",NA,NA,"CR","iucn","CORALS1",133006,"iucn",0.8,0,3439605,1410920.9,3377834.9,39.271,1.781,58.948,95.661,"AM",15.051,41.7699781596786,0.912,"Corals 1",218,"q2"
"URM-Cn-4799","Acropora palmerae","VU",NA,133531,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133531,"iucn",0.4,-0.5,20669681.4,9231316.3,18919461.4,36.009,8.623,55.368,80.679,"AM",16.844,48.7927013609383,5.107,"Corals 1",218,"q2"
"URM-Cn-4800","Acropora paniculata","VU",NA,132972,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132972,"iucn",0.4,-0.5,19054797.4,8356634.1,17093752.5,33.397,10.458,56.145,76.153,"AM",16.763,48.8870661956759,4.614,"Corals 1",218,"q2"
"SLB-93535","Acropora papillare","VU",NA,133494,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133494,"iucn",0.4,-0.5,9607866.6,3871367.4,9098957.8,34.707,5.286,60.006,86.782,"AM",16.078,42.5473717440474,2.456,"Corals 1",218,"q2"
"URM-Cn-4805","Acropora pharaonis","VU",NA,133247,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133247,"iucn",0.4,-0.5,6833893.7,2858436.2,6347524.8,34.914,7.155,57.931,82.992,"AM",15.737,45.0322966835829,1.713,"Corals 1",218,"q2"
"URM-Cn-4806","Acropora pichoni","NT",NA,133639,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133639,"iucn",0.2,-0.5,13421177.6,8485938.4,9568008.4,34.211,29.012,36.777,54.112,"AM",16.412,88.6907498952447,2.583,"Corals 1",218,"q3"
"URM-Cn-4809","Acropora polystoma","VU",NA,133647,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133647,"iucn",0.4,-0.5,22504106.8,9515981.6,20518851.2,33.28,8.837,57.883,79.017,"AM",16.929,46.3767757134474,5.539,"Corals 1",218,"q2"
"URM-Cn-4813","Acropora pulchra","LC",NA,133033,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133033,"iucn",0,-0.5,26238134.6,11340449.2,24319847.7,35.759,7.507,56.734,82.65,"AM",17.083,46.6304285285471,6.565,"Corals 1",218,"q2"
"SLB-93474","Acropora retusa","VU",NA,133115,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133115,"iucn",0.4,-0.5,18766535.3,10010561.6,13603677.4,25.635,27.553,46.812,48.197,"AM",16.748,73.5871728331341,3.672,"Corals 1",218,"q3"
"URM-Cn-4816","Acropora robusta","LC",NA,133248,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133248,"iucn",0,-0.5,28245468.1,12001813.4,26229850.5,35.189,7.4,57.411,82.625,"AM",17.156,45.7563164532714,7.08,"Corals 1",218,"q2"
"URM-Cn-4823","Acropora samoensis","LC",NA,132998,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",132998,"iucn",0,-0.5,28349092.8,11933315.9,26019621.4,33.677,8.427,57.896,79.985,"AM",17.16,45.8627576341291,7.024,"Corals 1",218,"q2"
"URM-Cn-4824","Acropora sarmentosa","LC",NA,133271,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133271,"iucn",0,-0.5,21164922.4,9185327.1,19788039.9,36.741,6.651,56.608,84.673,"AM",16.868,46.4185798412505,5.341,"Corals 1",218,"q2"
"URM-Cn-4826","Acropora secale","NT",NA,132888,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132888,"iucn",0.2,-0.5,26123112.6,11402121.6,23569631.2,33.711,9.992,56.297,77.137,"AM",17.078,48.3763258883745,6.362,"Corals 1",218,"q2"
"URM-Cn-4828","Acropora selago","NT",NA,133080,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133080,"iucn",0.2,-0.5,23679993.7,10920414.1,21159214.8,35.337,10.891,53.772,76.44,"AM",16.98,51.6106774434749,5.712,"Corals 1",218,"q2"
"URM-Cn-4830","Acropora solitaryensis","VU",NA,133320,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133320,"iucn",0.4,-0.5,18984355.8,9270942.8,17413211.5,40.572,8.37,51.058,82.898,"AM",16.759,53.2408556572118,4.7,"Corals 1",218,"q2"
"SLB-93747","Acropora speciosa","VU",NA,133338,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133338,"iucn",0.4,-0.5,18238666.6,9231875.5,14895939,32.08,18.533,49.387,63.384,"AM",16.719,61.9757874948333,4.021,"Corals 1",218,"q3"
"URM-Cn-4832","Acropora spicifera","VU",NA,133432,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133432,"iucn",0.4,-0.5,18874771.1,9737908.2,15886456.3,35.494,16.035,48.471,68.881,"AM",16.753,61.2969186841247,4.288,"Corals 1",218,"q1"
"URM-Cn-4833","Acropora squarrosa","LC",NA,133402,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133402,"iucn",0,-0.5,4573301.7,2171481.5,3962126.7,34.063,13.973,51.964,70.912,"AM",15.336,54.8059581234492,1.07,"Corals 1",218,"q1"
"URM-Cn-4835","Acropora striata","VU",NA,133291,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133291,"iucn",0.4,-0.5,14409065.8,7946522.1,9899054.6,23.564,31.453,44.983,42.83,"AM",16.483,80.2755659111124,2.672,"Corals 1",218,"q3"
"URM-Cn-4836","Acropora subglabra","LC",NA,133087,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133087,"iucn",0,-0.5,19677521.9,9375094.3,18712562.4,42.577,5.035,52.388,89.425,"AM",16.795,50.1005372732919,5.051,"Corals 1",218,"q2"
"SLB-93593","Acropora subulata","LC",NA,133682,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133682,"iucn",0,-0.5,22767709.9,9943811.7,20768843.3,34.621,9.04,56.34,79.296,"AM",16.941,47.8785051067336,5.606,"Corals 1",218,"q2"
"URM-Cn-4840","Acropora tenella","VU",NA,133203,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133203,"iucn",0.4,-0.5,14372431.1,9913989.4,8547060.9,28.224,40.7,31.076,47.595,"IUCN",16.481,86.2121246569015,2.676,"Corals 1",218,"q3"
"URM-Cn-4841","Acropora tenuis","NT",NA,133020,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133020,"iucn",0.2,-0.5,28311172.5,12278697.3,26427978.8,36.618,6.762,56.62,84.411,"AM",17.159,46.4609775606449,7.134,"Corals 1",218,"q2"
"URM-Cn-4848","Acropora turaki","VU",NA,132909,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132909,"iucn",0.4,-0.5,11827670.6,6584709.7,10005257.6,40.118,15.554,44.328,72.061,"AM",16.286,65.8124954224067,2.701,"Corals 1",218,"q1"
"URM-Cn-4849","Acropora valenciennesi","LC",NA,133621,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133621,"iucn",0,-0.5,25951568.1,11754977.1,24537007.7,39.764,5.6,54.636,87.656,"AM",17.072,47.9071337618727,6.623,"Corals 1",218,"q2"
"SLB-61731","Acropora valida","LC",NA,133293,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133293,"iucn",0,-0.5,32083188.5,16737016.1,28667126.1,41.278,11.046,47.676,78.889,"AM",17.284,58.3840041782214,7.738,"Corals 1",218,"q1"
"URM-Cn-4850","Acropora vaughani","VU",NA,133025,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133025,"iucn",0.4,-0.5,23482523.3,9541216.8,22395351.1,35.817,4.755,59.427,88.28,"AM",16.972,42.6035598075531,6.045,"Corals 1",218,"q2"
"URM-Cn-4851","Acropora verweyi","VU",NA,133532,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133532,"iucn",0.4,-0.5,24678736,12636811,22201465,40.854,10.177,48.969,80.057,"AM",17.021,56.918815943002,5.993,"Corals 1",218,"q1"
"URM-Cn-4854","Acropora willisae","VU",NA,132931,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132931,"iucn",0.4,-0.5,17798619.1,8193755,15809518,34.511,11.257,54.232,75.404,"AM",16.695,51.8279874187183,4.267,"Corals 1",218,"q2"
"URM-Cn-4855","Acropora yongei","LC",NA,133547,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133547,"iucn",0,-0.5,22443785.6,10790659.6,19677208.6,35.554,12.657,51.789,73.747,"AM",16.927,54.8383656409477,5.312,"Corals 1",218,"q1"
"SLB-65995","Actinopyga agassizi","LC",NA,180353,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180353,"iucn",0,NA,4595988.1,2049425.4,3963802,30.866,13.739,55.395,69.198,"AM",15.341,51.7035260590716,1.07,"Sea Cucumbers",30,"q2"
"W-Hol-208947","Actinopyga echinites","VU",NA,180518,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180518,"iucn",0.4,-0.5,27575949.2,15124627.8,20814619,29.981,25.168,44.852,54.364,"AM",17.132,72.6634861776716,5.619,"Sea Cucumbers",30,"q3"
"SLB-88333","Actinopyga mauritiana","VU",NA,180337,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180337,"iucn",0.4,-0.5,28725330.2,13948470.9,23214231.1,28.945,20.004,51.05,59.133,"AM",17.173,60.0858621589237,6.266,"Sea Cucumbers",30,"q3"
"SLB-88336","Actinopyga miliaris","VU",1,180265,"VU","Decreasing",NA,NA,"VU","iucn","SEACUCUMBERS",180265,"iucn",0.4,-0.5,26205882.3,9328049.6,25139142.4,31.253,4.123,64.624,88.346,"AM",17.081,37.1056794682065,6.786,"Sea Cucumbers",30,"q2"
"URM-Cn-4950","Agaricia agaricites","LC",NA,133535,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133535,"iucn",0,0,4902068,3665614.7,4151615.3,59.366,15.081,25.554,79.743,"AM",15.405,88.2936985996752,1.121,"Corals 1",218,"q1"
"URM-Cn-4952","Agaricia grahamae","LC",NA,133288,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133288,"iucn",0,NA,4209123.7,1616367.8,4036968,34.029,3.967,62.004,89.56,"AM",15.253,40.039153146619,1.09,"Corals 1",218,"q2"
"URM-Cn-4953","Agaricia humilis","LC",NA,133255,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133255,"iucn",0,0,3447155.5,1848017.4,3332980.2,50.465,3.381,46.154,93.721,"AM",15.053,55.4463959911913,0.9,"Corals 1",218,"q1"
"URM-Cn-4954","Agaricia lamarcki","VU",NA,132970,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132970,"iucn",0.4,-0.5,3372090.1,1405868.9,3304052.2,39.533,1.99,58.478,95.208,"AM",15.031,42.5498392549609,0.892,"Corals 1",218,"q2"
"SLB-61834","Agaricia tenuifolia","NT",NA,133439,"NT","Unknown",NA,NA,"NT","iucn","CORALS1",133439,"iucn",0.2,NA,2738582.7,2285969.3,1770639.9,47.961,35.622,16.416,74.5,"IUCN",14.823,77.4568538606358,0.617,"Corals 1",218,"q1"
"URM-Cn-4856","Anacropora forbesi","LC",NA,133341,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133341,"iucn",0,-0.5,21578602.6,10378718.1,18913450.1,35.586,12.484,51.93,74.029,"AM",16.887,54.8748009756295,5.105,"Corals 1",218,"q1"
"URM-Cn-4859","Anacropora puertogalerae","VU",NA,133415,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133415,"iucn",0.4,-0.5,17550249.3,8155007.9,15287872.9,33.436,13.035,53.529,71.951,"AM",16.681,53.3429859951282,4.127,"Corals 1",218,"q2"
"URM-Cn-4861","Anacropora spinosa","EN",NA,133046,"EN","Decreasing",NA,NA,"EN","iucn","CORALS1",133046,"iucn",0.6,-0.5,11839724.2,5869289.3,10015301.9,33.982,15.532,50.486,68.63,"AM",16.287,58.6032189404096,2.703,"Corals 1",218,"q1"
"SLB-158735","Anomastraea irregularis","VU",NA,133484,"VU","Decreasing",NA,NA,"VU","iucn","CORALS2",133484,"iucn",0.4,-0.5,4949682.1,2299966.4,4463658.4,36.659,10.035,53.306,78.508,"AM",15.415,51.5264877796204,1.205,"Corals 2",282,"q2"
"ITS-552997","Arctides antipodarum","LC",NA,170034,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",170034,"iucn",0,NA,874139.9,189128.3,869186.7,22.154,0.615,77.231,97.297,"AM",13.681,21.7592261823611,0.235,"Lobsters",123,"q2"
"ITS-552999","Arctides regalis","LC",NA,170063,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",170063,"iucn",0,NA,26112500.3,3483683.8,25542840.5,11.091,2.246,86.664,83.162,"AM",17.078,13.6385919960625,6.895,"Lobsters",123,"q2"
"ITS-Mam-180633","Arctocephalus australis","LC",1,2055,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5,3023917.8,2534036.9,2507693.2,68.368,17.469,14.162,82.84,"IUCN",14.922,98.9604058251875,0.684,"Marine Mammals",69,"q1"
"ITS-Mam-180631","Arctocephalus forsteri","LC",1,41664,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5,14432842.7,14330270.2,4879134.8,34.555,64.529,0.916,97.417,"IUCN",16.485,34.0477515908946,3.868,"Marine Mammals",69,"q2"
"ITS-Mam-180634","Arctocephalus galapagoensis","EN",1,2057,"EN","Decreasing",NA,NA,"EN","iucn","MAMMMARINE",NA,"iucn",0.6,-0.5,178451.3,119996.8,153836.4,53.448,13.793,32.759,79.487,"AM",12.092,78.0028653816652,0.042,"Marine Mammals",69,"q1"
"ITS-Mam-180630","Arctocephalus gazella","LC",1,2058,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5,48860395.6,48628461.9,18192988.6,39.404,59.955,0.641,98.398,"IUCN",17.704,37.412222984581,13.126,"Marine Mammals",69,"q2"
"ITS-Mam-180629","Arctocephalus pusillus","LC",1,2060,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5,3087036.5,1851246.6,2290364.9,33.744,25.369,40.887,57.083,"AM",14.943,80.827583412582,0.618,"Marine Mammals",69,"q3"
"ITS-Mam-180636","Arctocephalus townsendi","NT",1,2061,"NT","Increasing",NA,NA,"NT","iucn","MAMMMARINE",NA,"iucn",0.2,0.5,2262060.9,1961328.9,1360635.8,45.814,41.279,12.907,78.02,"IUCN",14.632,69.3731581684235,0.529,"Marine Mammals",69,"q1"
"ITS-Mam-180632","Arctocephalus tropicalis","LC",NA,2062,"LC","Increasing",NA,NA,"LC","iucn","MAMMMARINE",NA,"iucn",0,0.5,41899429.2,38856793.7,14180941.4,27.708,63.48,8.813,75.869,"IUCN",17.551,36.4953977147116,10.489,"Marine Mammals",69,"q2"
"URM-Cn-6097","Astrangia poculata","LC",1,133446,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133446,"iucn",0,NA,2514674.3,488107.2,2285958.3,11.512,9.255,79.233,55.435,"AM",14.738,21.3524104967269,0.617,"Corals 2",282,"q4"
"URM-Cn-4863","Astreopora cucullata","VU",NA,133069,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133069,"iucn",0.4,-0.5,18432013.2,8038870.9,16691912.9,33.976,9.593,56.431,77.982,"AM",16.73,48.1602734699149,4.506,"Corals 1",218,"q2"
"SLB-93757","Astreopora expansa","NT",NA,133227,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133227,"iucn",0.2,-0.5,23200953.4,10753997.9,20881268.9,36.165,10.161,53.673,78.066,"AM",16.96,51.5006916078745,5.637,"Corals 1",218,"q2"
"URM-Cn-4865","Astreopora gracilis","LC",NA,133302,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133302,"iucn",0,-0.5,22628342.3,11436157.5,19320183.7,35.733,14.835,49.432,70.664,"AM",16.935,59.1927989794424,5.215,"Corals 1",218,"q1"
"URM-Cn-4866","Astreopora incrustans","VU",NA,133092,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133092,"iucn",0.4,-0.5,11603253,7295308.9,8373770.7,34.911,27.851,37.238,55.624,"AM",16.267,87.1209537657868,2.26,"Corals 1",218,"q3"
"URM-Cn-4868","Astreopora listeri","LC",NA,133267,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133267,"iucn",0,-0.5,24493341.7,11063606,21979102.4,34.738,10.473,54.789,76.836,"AM",17.014,50.3369327766543,5.933,"Corals 1",218,"q2"
"URM-Cn-4869","Astreopora macrostoma","NT",NA,133306,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133306,"iucn",0.2,-0.5,16249992,8046088.5,13631816.4,33.105,16.311,50.584,66.992,"AM",16.604,59.0243314896759,3.68,"Corals 1",218,"q1"
"URM-Cn-4871","Astreopora myriophthalma","LC",NA,133292,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133292,"iucn",0,-0.5,29645940.8,12575550.9,27772579.9,35.93,6.482,57.588,84.716,"AM",17.205,45.2804562819891,7.497,"Corals 1",218,"q2"
"URM-Cn-4872","Astreopora ocellata","LC",NA,133129,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133129,"iucn",0,-0.5,22330583.9,10476922.3,20106843.7,36.863,10.13,53.007,78.443,"AM",16.921,52.1062502713939,5.427,"Corals 1",218,"q2"
"SLB-93759","Astreopora randalli","LC",NA,133485,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133485,"iucn",0,-0.5,19140501.7,8633536.5,16259617.6,29.83,15.324,54.846,66.063,"AM",16.767,53.0980291935033,4.389,"Corals 1",218,"q4"
"SLB-93769","Astreopora scabra","LC",NA,133137,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133137,"iucn",0,-0.5,5459678.7,2132414.1,4075680.8,13.729,25.096,61.175,35.361,"AM",15.513,52.3204393239039,1.1,"Corals 1",218,"q4"
"URM-Cn-4873","Astreopora suggesta","LC",NA,133048,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133048,"iucn",0,-0.5,20832548.3,10349621.3,17045248.5,31.33,18.504,50.166,62.869,"AM",16.852,60.7185122587095,4.601,"Corals 1",218,"q3"
"URM-Cn-5858","Australomussa rowleyensis","NT",NA,133573,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133573,"iucn",0.2,NA,14663633.6,8637798.6,12374288.6,42.998,15.875,41.127,73.035,"AM",16.501,69.8044055639692,3.34,"Corals 2",282,"q1"
